IDfg,Name,Team,contract_value,war_market_value,surplus_value
20160,Nate Pearson,chc,"$1,250,000",4.25,3.0
21853,Will Benson,cin,"$800,000",3.76,2.96
17948,Trent Thornton,sea,"$1,350,000",4.25,2.9
16939,Lane Thomas,cle,"$7,850,000",10.61,2.76
19459,Jorge Alcala,min,"$1,500,000",4.25,2.75
17888,Tayler Saucedo,sea,"$1,500,000",4.25,2.75
6984,Luis Garcia,hou,"$2,375,000",5.1,2.72
19931,Luke Williams,atl,"$800,000",3.47,2.67
24937,Austin Warren,sf,"$785,000",3.4,2.62
21562,Romy Gonzalez,bos,"$800,000",3.42,2.62
25420,Ryan Zeferjahn,laa,"$800,000",3.4,2.6
21544,Chase Shugart,bos,"$800,000",3.4,2.6
13652,Tayler Scott,hou,"$800,000",3.4,2.6
27477,Bryce Jarvis,ari,"$800,000",3.4,2.6
27636,Mitchell Parker,wsh,"$800,000",3.4,2.6
26285,Tommy Henry,ari,"$800,000",3.4,2.6
27487,Landon Knack,lad,"$800,000",3.4,2.6
17964,Tyler Gilbert,phi,"$800,000",3.4,2.6
22113,Cole Winn,tex,"$800,000",3.4,2.6
19976,Tyson Miller,chc,"$800,000",3.4,2.6
25379,Sam Long,kc,"$800,000",3.4,2.6
30226,Spencer Bivens,sf,"$800,000",3.4,2.6
15369,Kevin Herget,nym,"$800,000",3.4,2.6
20203,Eli Morgan,chc,"$945,000",3.4,2.46
22277,Nick Allen,atl,"$800,000",3.24,2.44
6562,Alex Cobb,det,"$15,000,000",17.42,2.42
10315,Michael Tonkin,min,"$1,000,000",3.4,2.4
19260,Jake Fraley,cin,"$2,815,000",5.2,2.39
16201,Justin Anderson,chw,"$1,050,000",3.4,2.35
17277,Ranger Suarez,phi,"$11,300,000",13.6,2.3
21844,Braxton Garrett,mia,"$2,800,000",5.1,2.3
17897,Garrett Cleavinger,tb,"$1,100,000",3.4,2.3
26197,Andrew Vaughn,chw,"$4,400,000",6.55,2.15
14916,Jon Gray,tex,"$14,000,000",16.15,2.15
13074,Yu Darvish,sd,"$18,000,000",19.98,1.98
17878,Dennis Santana,pit,"$2,300,000",4.25,1.95
17677,Jeffrey Springs,ath,"$10,500,000",12.32,1.82
16918,Luke Weaver,nyy,"$2,500,000",4.25,1.75
21367,Peter Strzelecki,pit,"$800,000",2.55,1.75
30055,Cade Povich,bal,"$800,000",2.55,1.75
33876,Rhett Lowder,cin,"$800,000",2.55,1.75
26034,Anthony Maldonado,ath,"$800,000",2.55,1.75
7048,Fernando Cruz,cin,"$800,000",2.55,1.75
19330,Matt Festa,tex,"$800,000",2.55,1.75
23426,Max Lazar,phi,"$800,000",2.55,1.75
16061,Cam Booser,bos,"$800,000",2.55,1.75
26419,Bradley Blalock,col,"$800,000",2.55,1.75
19874,Alex Faedo,det,"$800,000",2.55,1.75
20061,Kaleb Ort,hou,"$800,000",2.55,1.75
26231,Tyler Holton,det,"$800,000",2.55,1.75
29823,Ky Bush,chw,"$800,000",2.55,1.75
20539,Edwin Uceta,tb,"$800,000",2.55,1.75
30140,Ty Madden,det,"$800,000",2.55,1.75
21045,Seth Martinez,ari,"$800,000",2.55,1.75
21270,Sean Bouchard,col,"$800,000",2.45,1.65
17556,Jimmy Herget,col,"$900,000",2.55,1.65
18795,Ramon Urias,bal,"$4,410,000",6.03,1.62
18821,Jose Azocar,nym,"$800,000",2.15,1.35
19354,Luke Raley,sea,"$800,000",2.12,1.32
19274,Jacob Webb,tex,"$1,250,000",2.55,1.3
18400,Juan Yepez,wsh,"$800,000",1.99,1.19
4301,Justin Wilson,bos,"$2,250,000",3.4,1.15
17734,Evan Phillips,lad,"$5,800,000",6.8,1.0
33834,Andrew Walters,cle,"$800,000",1.7,0.9
20827,Michael Petersen,tor,"$800,000",1.7,0.9
23899,Valente Bellozo,mia,"$800,000",1.7,0.9
31967,Drew Thorpe,chw,"$800,000",1.7,0.9
6107,Huascar Brazoban,nym,"$800,000",1.7,0.9
19835,Gerson Garabito,tex,"$800,000",1.7,0.9
21132,Alexis Diaz,cin,"$2,670,000",3.4,0.73
20353,Steven Wilson,chw,"$1,000,000",1.7,0.7
5615,Ryan Brasier,lad,"$4,500,000",5.1,0.6
18036,Jake Cronenworth,sd,"$11,285,714",11.86,0.58
7802,Miguel Rojas,lad,"$5,000,000",5.57,0.57
24782,David Villar,sf,"$800,000",1.33,0.53
11739,J.T. Realmuto,phi,"$23,100,000",23.61,0.51
13770,Rob Refsnyder,bos,"$2,100,000",2.51,0.41
13133,Derek Law,wsh,"$3,000,000",3.4,0.4
16252,Trea Turner,phi,"$27,272,727",27.66,0.39
14162,Carlos Correa,min,"$37,333,333",37.72,0.38
19627,Brent Rooker,ath,"$3,500,000",3.77,0.27
19599,Chas McCormick,hou,"$4,800,000",5.03,0.23
15878,Miguel Andujar,ath,"$2,750,000",2.92,0.17
19318,Matt Thaiss,chc,"$1,000,000",1.16,0.16
22563,Gabriel Arias,cle,"$800,000",0.85,0.05
19222,Lake Bachar,mia,"$800,000",0.85,0.05
12927,Brandon Nimmo,nym,"$20,250,000",20.26,0.01
19864,Riley Adams,wsh,"$800,000",0.78,-0.02
14739,Paul Blackburn,nym,"$6,000,000",5.95,-0.05
5827,Wilmer Flores,sf,"$3,500,000",3.4,-0.1
17282,Michael Kopech,lad,"$5,200,000",5.1,-0.1
6984,Luis Garcia,wsh,"$5,400,000",5.1,-0.3
19779,Dairon Blanco,kc,"$800,000",0.41,-0.39
16587,Erik Swanson,tor,"$3,000,000",2.55,-0.45
19238,Lourdes Gurriel Jr.,ari,"$14,000,000",13.29,-0.71
25543,Korey Lee,chw,"$800,000",0.09,-0.71
16530,Mauricio Dubon,hou,"$6,500,000",5.71,-0.79
10441,Jon Singleton,hou,"$800,000",0.0,-0.8
20536,Vidal Brujan,mia,"$800,000",0.0,-0.8
26151,Kyle Stowers,mia,"$800,000",0.0,-0.8
16947,Derek Hill,mia,"$800,000",0.0,-0.8
19896,Connor Wong,bos,"$800,000",0.0,-0.8
17040,Jose Herrera,ari,"$800,000",0.0,-0.8
19608,Otto Lopez,mia,"$800,000",0.0,-0.8
30160,Richard Fitts,bos,"$800,000",0.0,-0.8
26443,Samuel Aldegheri,laa,"$800,000",0.0,-0.8
15730,Tyler Wade,sd,"$850,000",0.0,-0.85
14295,Wandy Peralta,sd,"$4,250,000",3.4,-0.85
13743,Max Fried,nyy,"$27,250,000",26.35,-0.9
18067,Garrett Stubbs,phi,"$925,000",0.0,-0.92
17954,Sam Hilliard,col,"$1,000,000",0.0,-1.0
11477,Christian Yelich,mil,"$22,000,000",20.88,-1.12
14332,Joel Payamps,mil,"$4,670,000",3.4,-1.27
11861,Jason Adam,sd,"$4,700,000",3.4,-1.3
14111,Eric Haase,mil,"$1,350,000",0.0,-1.35
25007,Alex Vesia,lad,"$2,200,000",0.85,-1.35
13942,Brent Suter,cin,"$2,250,000",0.85,-1.4
14932,Ben Lively,cle,"$2,250,000",0.85,-1.4
18297,Tyler Kinley,col,"$4,000,000",2.55,-1.45
15551,Mark Leiter Jr.,nyy,"$2,400,000",0.85,-1.55
17425,Erick Fedde,stl,"$7,500,000",5.95,-1.55
19569,David Bednar,pit,"$5,800,000",4.25,-1.55
12976,Austin Hedges,cle,"$4,000,000",2.39,-1.61
13435,Pierce Johnson,atl,"$7,000,000",5.1,-1.9
13761,Chris Stratton,kc,"$4,500,000",2.55,-1.95
13723,Jacob Stallings,col,"$2,000,000",0.0,-2.0
12158,Austin Barnes,lad,"$3,500,000",1.43,-2.07
18138,Ryan Helsley,stl,"$8,100,000",5.95,-2.15
15816,Devin Williams,nyy,"$8,400,000",5.95,-2.45
12049,Kyle Hendricks,laa,"$2,500,000",0.0,-2.5
14813,Kyle Farmer,col,"$2,500,000",0.0,-2.5
13301,Max Muncy,lad,"$14,500,000",11.88,-2.62
18171,Seth Brown,ath,"$2,700,000",0.0,-2.7
15711,Tyler O'Neill,bal,"$16,500,000",13.75,-2.75
13125,Gerrit Cole,nyy,"$36,000,000",33.15,-2.85
19249,Seranthony Dominguez,bal,"$8,000,000",5.1,-2.9
11579,Bryce Harper,phi,"$25,384,615",22.21,-3.17
16122,Jordan Romano,phi,"$8,500,000",5.1,-3.4
33829,Shota Imanaga,chc,"$13,250,000",9.78,-3.47
16561,Austin Gomber,col,"$5,200,000",1.7,-3.5
13355,Luke Maile,cin,"$3,500,000",0.0,-3.5
15761,Joe Jimenez,atl,"$8,666,667",5.1,-3.57
19326,Bryan Reynolds,pit,"$12,250,000",8.56,-3.69
14771,Emilio Pagan,cin,"$8,000,000",4.25,-3.75
33826,Yuki Matsui,sd,"$5,500,000",1.7,-3.8
17780,Jose Alvarado,phi,"$9,000,000",5.1,-3.9
13499,Tom Murphy,sf,"$4,000,000",0.0,-4.0
7005,Ryan Pressly,hou,"$14,000,000",9.78,-4.22
12533,Marcus Semien,tex,"$25,000,000",20.77,-4.23
11156,Merrill Kelly,ari,"$7,000,000",2.55,-4.45
7739,Travis d'Arnaud,laa,"$6,000,000",1.5,-4.5
12880,Tyler Anderson,laa,"$13,000,000",8.5,-4.5
16149,Aaron Nola,phi,"$24,571,429",19.98,-4.6
18568,Luis Arraez,sd,"$13,700,000",9.02,-4.68
12095,Yimi Garcia,tor,"$7,500,000",2.55,-4.95
13449,Taylor Rogers,sf,"$11,000,000",5.95,-5.05
12447,Seth Lugo,kc,"$15,000,000",9.78,-5.22
14854,Mike Yastrzemski,sf,"$9,250,000",4.02,-5.23
19290,Randy Arozarena,sea,"$11,500,000",6.19,-5.31
10233,Aroldis Chapman,bos,"$10,750,000",5.1,-5.65
30115,Robert Suarez,sd,"$10,000,000",4.25,-5.75
15873,Sean Manaea,nym,"$13,500,000",6.8,-6.7
12572,Blake Treinen,lad,"$11,000,000",4.25,-6.75
14710,Edwin Diaz,nym,"$14,400,000",7.65,-6.75
14078,Michael Wacha,kc,"$18,000,000",11.05,-6.95
15552,Chad Green,tor,"$10,500,000",3.4,-7.1
15362,Jeff McNeil,nym,"$15,750,000",8.4,-7.35
15464,Hunter Renfroe,kc,"$7,570,000",0.0,-7.57
12768,Sonny Gray,stl,"$25,000,000",17.42,-7.58
14107,Kevin Gausman,tor,"$22,000,000",13.6,-8.4
17130,Raisel Iglesias,atl,"$14,500,000",5.95,-8.55
9774,Christian Vazquez,min,"$10,000,000",1.31,-8.69
17901,Andrew Benintendi,chw,"$15,000,000",5.66,-9.34
12552,Eugenio Suarez,ari,"$15,000,000",5.6,-9.4
15998,Cody Bellinger,chc,"$27,500,000",17.93,-9.57
19479,Aaron Civale,mil,"$9,700,000",0.0,-9.7
11609,Willson Contreras,stl,"$18,000,000",8.02,-9.98
8048,Will Smith,lad,"$11,000,000",0.85,-10.15
16376,Michael Conforto,lad,"$17,000,000",6.78,-10.22
12161,Xander Bogaerts,sd,"$25,454,545",15.08,-10.37
13431,Marcus Stroman,nyy,"$18,333,333",7.65,-10.68
10324,Marcell Ozuna,atl,"$16,000,000",5.11,-10.89
12564,Trevor Story,bos,"$22,500,000",11.5,-11.0
9777,Nolan Arenado,stl,"$21,000,000",9.91,-11.09
11836,Taijuan Walker,phi,"$18,000,000",6.8,-11.2
16478,Kyle Schwarber,phi,"$19,750,000",8.17,-11.58
14221,Jorge Soler,laa,"$12,131,035",0.0,-12.13
15161,Mitch Garver,sea,"$12,500,000",0.0,-12.5
13621,Jeimer Candelario,cin,"$15,000,000",2.38,-12.62
13757,Chris Taylor,lad,"$13,000,000",0.0,-13.0
16511,Jordan Montgomery,ari,"$22,500,000",8.5,-14.0
16472,Rhys Hoskins,mil,"$18,000,000",3.76,-14.24
15467,Marco Gonzales,pit,"$15,000,000",0.0,-15.0
12304,Chris Bassitt,tor,"$21,000,000",5.95,-15.05
11674,Jameson Taillon,chc,"$17,000,000",1.7,-15.3
16256,Kyle Freeland,col,"$16,000,000",0.0,-16.0
14212,Josh Hader,hou,"$19,000,000",1.7,-17.3
14274,Mitch Haniger,sea,"$17,500,000",0.0,-17.5
9803,Miles Mikolas,stl,"$18,583,333",0.85,-17.73
5417,Jose Altuve,hou,"$25,000,000",6.7,-18.3
13164,Eduardo Rodriguez,ari,"$20,000,000",1.7,-18.3
9241,Starling Marte,nym,"$19,500,000",0.0,-19.5
11737,Nick Castellanos,phi,"$20,000,000",0.0,-20.0
17232,Yoan Moncada,chw,"$25,000,000",3.13,-21.87
7304,Salvador Perez,kc,"$22,000,000",0.0,-22.0
12856,George Springer,tor,"$25,000,000",1.97,-23.03
15429,Kris Bryant,col,"$26,000,000",0.0,-26.0
12861,Anthony Rendon,laa,"$35,000,000",5.61,-29.39
4949,Giancarlo Stanton,nyy,"$32,000,000",0.0,-32.0
12791,Michael Kelly,ath,-,2.55,
